
CodeIgniter v4.7.4 Command Line Tool - Server Time: 2026-08-24 20:29:30 UTC+07:00

+--------+----------------------------------------------------+------+----------------------------------------------------------------+-------------------------------------------------------------------------------------------+--------------------------------------------------------------------------------------+
| Method | Route                                              | Name | Handler                                                        | Before Filters                                                                            | After Filters                                                                        |
| POST   | barangkeluar/ubah-no-surat-jalan                   | »    | \App\Controllers\Barangkeluar::ubahNoSuratJalan                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| DELETE | kategori/hapus/(.*)                                | »    | \App\Controllers\Kategori::hapus/$1                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| DELETE | po/hapus/(.*)                                      | »    | \App\Controllers\Po::hapus/$1                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| DELETE | permintaanbarang/hapus/(.*)                        | »    | \App\Controllers\Permintaan::hapus/$1                          | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger                                                     |
| DELETE | satuan/hapus/(.*)                                  | »    | \App\Controllers\Satuan::hapus/$1                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| DELETE | berat/hapus/(.*)                                   | »    | \App\Controllers\Berat::hapus/$1                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| DELETE | gudang/hapus/(.*)                                  | »    | \App\Controllers\Gudang::hapus/$1                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| DELETE | material/hapus/(.*)                                | »    | \App\Controllers\Material::hapus/$1                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterGudang                                        |
| DELETE | material masuk/hapus/(.*)                          | »    | \App\Controllers\Material::hapus/$1                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| DELETE | barang/hapus/(.*)                                  | »    | \App\Controllers\Barang::hapus/$1                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/__construct[/...]                           |      | \App\Controllers\Barang::__construct                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/pemakaian[/...]                             |      | \App\Controllers\Barang::pemakaian                             | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang                                             |      | \App\Controllers\Barang::index                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterAdmin FilterPimpinan filterKasir filterGudang |
| auto   | barang/index[/...]                                 |      | \App\Controllers\Barang::index                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/hargaProduk[/...]                           |      | \App\Controllers\Barang::hargaProduk                           | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/listDataHarga[/...]                         |      | \App\Controllers\Barang::listDataHarga                         | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/listData[/...]                              |      | \App\Controllers\Barang::listData                              | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/tambah[/...]                                |      | \App\Controllers\Barang::tambah                                | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/simpandata[/...]                            |      | \App\Controllers\Barang::simpandata                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/riwayat[/...]                               |      | \App\Controllers\Barang::riwayat                               | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/edit[/...]                                  |      | \App\Controllers\Barang::edit                                  | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/updatedata[/...]                            |      | \App\Controllers\Barang::updatedata                            | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/hapus[/...]                                 |      | \App\Controllers\Barang::hapus                                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
| auto   | barang/hargaMaterialTerakhir[/...]                 |      | \App\Controllers\Barang::hargaMaterialTerakhir                 | featureMaintenance csrf filterAdmin FilterPimpinan filterKasir filterGudang touchActivity | csrfTokenResponse activityLogger filterKasir filterGudang                            |
